<<<<<<< HEAD
﻿cobertura,excluido,fragmentacoes,frames_por_troca,frames_vistos,grupo_metrica,intervalo_medio_trocas_segundos,logical_id,maior_gap_frames,margem_media_classificacao,papel,presenca,primeiro_frame,rotulo,score_medio,taxa_confirmacao_papel,taxa_divergencia_papel,tempo_visto_segundos,tracker_ids,trocas_de_tracker_id,trocas_por_1000_frames,ultimo_frame
1.0,False,0,,525,time0,,0,0,0.1141,time0,0.9980988593155894,2,TIME0,0.9918867391857271,0.9943,0.0,17.491047137948147,[1],0,0.0,526
0.9980952380952381,False,0,,524,time0,,1,1,0.0885,time0,0.9961977186311787,2,TIME0,0.9356912948889091,0.9943,0.0,17.45773085768539,[4],0,0.0,526
0.9923954372623575,False,0,522.0,522,time0,17.39109829715987,2,1,0.1132,time0,0.9923954372623575,1,TIME0,0.9470307751879672,0.9923,0.0,17.39109829715987,"[-1, 2]",1,1.9157088122605364,526
0.9707602339181286,False,1,249.0,498,time0,0.6330093249924091,3,13,0.1288,time0,0.9467680608365019,2,TIME0,0.9078687090150757,0.5904,0.012,16.591507570853672,"[-1, 7, 14]",2,4.016064257028113,514
0.9676190476190476,False,2,254.0,508,time0,0.19989768157655025,4,5,0.1053,time0,0.9657794676806084,2,TIME0,0.9394506999109159,0.9941,0.9941,16.924670373481256,"[-1, 5]",2,3.937007874015748,526
0.9333333333333333,False,4,163.33333333333334,490,time1,3.08175592430515,5,13,0.2031,time1,0.9315589353612167,2,TIME1,0.913428482487731,0.9857,0.0,16.324977328751604,"[-1, 0, 10, 12]",3,6.122448979591836,526
0.933206106870229,False,2,489.0,489,time1,16.291661048488844,6,14,0.1484,time1,0.9296577946768061,2,TIME1,0.9156697803954069,0.9898,0.0,16.291661048488844,"[6, 14]",1,2.044989775051125,525
0.8476190476190476,False,3,222.5,445,time1,0.09994884078827512,7,56,0.0528,time1,0.8460076045627376,2,TIME1,0.9302381492056463,0.9843,0.9798,14.825744716927478,"[-1, 3, 11]",2,4.49438202247191,526
0.939047619047619,False,3,164.33333333333334,493,time1,2.4487465993127406,8,11,0.2615,time1,0.9372623574144486,2,TIME1,0.9446439547788903,0.9797,0.2535,16.42492616953988,"[-1, 0, 9]",3,6.085192697768763,526
0.8476190476190476,False,4,222.5,445,goleiro_time1,1.6658140131379189,9,48,0.0761,goleiro1,0.8460076045627376,2,GOL-TIME1,0.9666634767666277,0.9079,0.0045,14.825744716927478,"[-1, 8, 16]",2,4.49438202247191,526
0.936768149882904,True,2,100.0,400,excluido,2.887410956105726,10,23,0.2595,excluir,0.7604562737642585,100,EXCLUÍDO,0.9187832296216729,0.995,0.995,13.326512105103351,"[-1, 6, 10, 11, 12]",4,10.0,526
=======
﻿cobertura,excluido,fragmentacoes,frames_por_troca,frames_vistos,grupo_metrica,intervalo_medio_trocas_segundos,logical_id,maior_gap_frames,margem_media_classificacao,papel,presenca,primeiro_frame,rotulo,score_medio,taxa_confirmacao_papel,taxa_divergencia_papel,tempo_visto_segundos,tracker_ids,trocas_de_tracker_id,trocas_por_1000_frames,ultimo_frame
1.0,False,0,,525,time0,,0,0,0.1141,time0,0.9980988593155894,2,TIME0,0.9918867391857271,0.9943,0.0,17.491047137948147,[1],0,0.0,526
0.9980952380952381,False,0,,524,time0,,1,1,0.0885,time0,0.9961977186311787,2,TIME0,0.9356912948889091,0.9943,0.0,17.45773085768539,[4],0,0.0,526
0.9923954372623575,False,0,522.0,522,time0,17.39109829715987,2,1,0.1132,time0,0.9923954372623575,1,TIME0,0.9470307751879672,0.9923,0.0,17.39109829715987,"[-1, 2]",1,1.9157088122605364,526
0.9707602339181286,False,1,249.0,498,time0,0.6330093249924091,3,13,0.1288,time0,0.9467680608365019,2,TIME0,0.9078687090150757,0.5904,0.012,16.591507570853672,"[-1, 7, 14]",2,4.016064257028113,514
0.9676190476190476,False,2,254.0,508,time0,0.19989768157655025,4,5,0.1053,time0,0.9657794676806084,2,TIME0,0.9394506999109159,0.9941,0.9941,16.924670373481256,"[-1, 5]",2,3.937007874015748,526
0.9333333333333333,False,4,163.33333333333334,490,time1,3.08175592430515,5,13,0.2031,time1,0.9315589353612167,2,TIME1,0.913428482487731,0.9857,0.0,16.324977328751604,"[-1, 0, 10, 12]",3,6.122448979591836,526
0.933206106870229,False,2,489.0,489,time1,16.291661048488844,6,14,0.1484,time1,0.9296577946768061,2,TIME1,0.9156697803954069,0.9898,0.0,16.291661048488844,"[6, 14]",1,2.044989775051125,525
0.8476190476190476,False,3,222.5,445,time1,0.09994884078827512,7,56,0.0528,time1,0.8460076045627376,2,TIME1,0.9302381492056463,0.9843,0.9798,14.825744716927478,"[-1, 3, 11]",2,4.49438202247191,526
0.939047619047619,False,3,164.33333333333334,493,time1,2.4487465993127406,8,11,0.2615,time1,0.9372623574144486,2,TIME1,0.9446439547788903,0.9797,0.2535,16.42492616953988,"[-1, 0, 9]",3,6.085192697768763,526
0.8476190476190476,False,4,222.5,445,goleiro_time1,1.6658140131379189,9,48,0.0761,goleiro1,0.8460076045627376,2,GOL-TIME1,0.9666634767666277,0.9079,0.0045,14.825744716927478,"[-1, 8, 16]",2,4.49438202247191,526
0.936768149882904,True,2,100.0,400,excluido,2.887410956105726,10,23,0.2595,excluir,0.7604562737642585,100,EXCLUÍDO,0.9187832296216729,0.995,0.995,13.326512105103351,"[-1, 6, 10, 11, 12]",4,10.0,526
>>>>>>> 4dc20829d235225851d5c4a93b2901c22a9453e9
