<<<<<<< HEAD
﻿distancia,excluido,frame,grupo_metrica,iou,logical_id,papel,rotulo,score,tracker_id
0.00012159312016193791,False,1,time0,0.9848233732679524,2,time0,TIME0,0.9900926350321124,2
0.0002683331870352595,False,1,time0,0.9834939394048076,0,time0,TIME0,0.9891771439976625,1
0.0002295081583206763,False,1,time0,0.9730973806400451,1,time0,TIME0,0.9824329695606171,4
0.00016234315073307418,False,1,time1,0.9688161945599986,6,time1,TIME1,0.9796737063612425,6
0.0006116358850902904,False,1,time0,0.9552108745832407,4,time0,TIME0,0.9706729959193248,5
0.00034410021096370637,False,1,time1,0.9516934048837886,5,time1,TIME1,0.9684802781006253,0
0.00037999638366765316,False,1,goleiro_time1,0.9412834077621495,9,goleiro1,GOL-TIME1,0.9617012163111134,8
0.0005176271738823425,False,1,time1,0.9366780955439301,7,time1,TIME1,0.9586595925926957,3
0.000887834898313976,False,1,time0,0.9366649834315022,3,time0,TIME0,0.9585214970160665,7
0.0008844655584719417,False,1,time1,0.8473441566630836,8,time1,TIME1,0.9004641388855392,9
7.480006489286438e-06,False,2,time0,0.9992280912552768,0,time0,TIME0,0.9994956413136586,1
0.00046055386267972604,False,2,time0,0.9761443334516285,3,time0,TIME0,0.9843326228916206,7
0.00023179212976778666,False,2,time0,0.963353692801904,2,time0,TIME0,0.9760987730758188,2
0.000349615301901726,False,2,time1,0.9477632825622658,6,time1,TIME1,0.9659237683098072,6
0.0005615539007909032,False,2,time1,0.9442135431732129,7,time1,TIME1,0.9635422591973115,3
0.00077193486362187,False,2,time0,0.9398664335340124,4,time0,TIME0,0.9606430045948404,5
0.00030310462302258177,False,2,goleiro_time1,0.9346408360100579,9,goleiro1,GOL-TIME1,0.9574104567884796,8
0.001296371438116697,False,2,time1,0.9042748380853196,5,time1,TIME1,0.9373249147521169,0
0.0014731988209482048,False,2,time0,0.8823123527201548,1,time0,TIME0,0.9229874096807689,4
0.0018799926022624509,False,2,time1,0.7313043614364667,8,time1,TIME1,0.8246898375229115,9
2.1091380177723038e-05,False,3,time0,0.9985791157875331,0,time0,TIME0,0.9990690432788343,1
0.00019348973328010857,False,3,time0,0.9810640083565382,2,time0,TIME0,0.9876238840251017,2
0.00015112429516063767,False,3,goleiro_time1,0.9765494579964982,9,goleiro1,GOL-TIME1,0.9847042541944175,8
0.000362480676650439,False,3,time0,0.9675468977992597,4,time0,TIME0,0.9787786153326912,5
0.00035481524333664816,False,3,time0,0.9664265258274076,3,time0,TIME0,0.9780530564526471,7
0.0006169751629885507,False,3,time1,0.9409151139213229,7,time1,TIME1,0.9613788827418139,3
0.000524263526369414,False,3,time1,0.928807526230778,6,time1,TIME1,0.9535413998157765,6
0.001508867839450587,False,3,time1,0.8902176469281224,5,time1,TIME1,0.9281133667594719,0
0.0015142278161571644,False,3,time0,0.8575789201063653,1,time0,TIME0,0.9068963183334824,4
0.0013350701939540731,False,3,time1,0.7922846487105778,8,time1,TIME1,0.8645177470939915,9
2.7984706404167666e-05,False,4,time0,0.9982837035462945,0,time0,TIME0,0.9988746126578499,1
0.00013613885257993542,False,4,goleiro_time1,0.9767905250216898,9,goleiro1,GOL-TIME1,0.9848661926656954,8
0.00029343546389193017,False,4,time0,0.9755216525255549,4,time0,TIME0,0.9839863717292485,5
0.0002529069689120127,False,4,time0,0.9678459996386942,2,time0,TIME0,0.979011382326032,2
0.000634385498866368,False,4,time0,0.9437474951233369,3,time0,TIME0,0.9632138369055657,7
0.0017182622605498678,False,4,time1,0.9231947929571975,7,time1,TIME1,0.9494752236309859,3
0.000753532101057061,False,4,time1,0.8999894655838497,6,time1,TIME1,0.9347294163941324,6
0.001666628981738936,False,4,time1,0.8903848927422264,5,time1,TIME1,0.9281668601388385,0
0.002300818044855788,False,4,time0,0.7897934235428076,1,time0,TIME0,0.8625604389871254,4
0.003275138956596272,False,4,time1,0.5552500341000375,8,time1,TIME1,0.7097662235302157,9
1.854475930697365e-05,False,5,time0,0.9987053900364111,0,time0,TIME0,0.9991520128579098,1
0.00011471594109869076,False,5,goleiro_time1,0.9775700223893463,9,goleiro1,GOL-TIME1,0.9853803639736906,8
0.0004608094523765395,False,5,time0,0.9524013627862434,2,time0,TIME0,0.9688996025027263,2
0.0005853843170483056,False,5,time0,0.9479023551320128,3,time0,TIME0,0.9659316463248414,7
0.0005966630875536395,False,5,time0,0.9409304385121665,4,time0,TIME0,0.9613959529522644,5
0.0011329529259493372,False,5,time1,0.9161721251204878,7,time1,TIME1,0.9451153478042349,3
0.001991348335346306,False,5,time1,0.8809530755928264,5,time1,TIME1,0.9219225272179659,0
