distancia,excluido,frame,grupo_metrica,iou,logical_id,margem_aparencia,novo_track,papel,rotulo,score,score_aparencia,score_papel,tracker_id
0.00018570777362356613,False,2,goleiro_time1,0.9736551547750761,9,,,goleiro1,GOL-TIME1,0.6418011022472127,0.0,0.0,1
0.0005073266013243618,False,2,time0,0.9628266806972222,1,,,time0,TIME0,0.6380408937070597,0.0,0.0,3
0.0005511180283754219,False,2,time0,0.9599151831204744,3,,,time0,TIME0,0.637097776254636,0.0,0.0,4
0.0012261799798063528,False,2,time1,0.9613547925022848,5,,,time1,TIME1,0.6364556968737207,0.0,0.0,8
0.0007621926245074432,False,2,time1,0.9549562119563242,7,,,time1,TIME1,0.6352742844115444,0.0,0.0,7
0.0006255706948865449,False,2,time0,0.949004194842937,4,,,time0,TIME0,0.6337060323473798,0.0,0.0,5
0.0004295592303551177,False,2,time0,0.9437129396997536,0,,,time0,TIME0,0.6324304922252701,0.0,0.0,2
0.000722845461588753,False,2,time1,0.9441471834022936,6,,,time1,TIME1,0.6320941736045241,0.0,0.0,6
0.001402816196290854,False,2,time0,0.9400743943408203,2,,,time0,TIME0,0.6297905652626924,0.0,0.0,9
0.001627347344753633,False,2,time1,0.8881942876220847,8,,,time1,TIME1,0.6138693246017901,0.0,0.0,10
0.0003395204694105293,False,3,time0,0.9766197204927647,4,,,time0,TIME0,0.9889902334018914,0.9860570569045168,1.0,5
0.0004123188817495228,False,3,goleiro_time1,0.9502194063187119,9,,,goleiro1,GOL-TIME1,0.98434619726608,0.9993441948633277,1.0,1
0.0005658902673116845,False,3,time0,0.9575953638167429,1,,,time0,TIME0,0.9753508123228586,0.9545073845824975,1.0,3
0.0007523960544033431,False,3,time1,0.9323649670763526,7,,,time1,TIME1,0.9737298565460432,0.9792707379796075,1.0,7
0.0012942376615518957,False,3,time0,0.9327961364719596,3,,,time0,TIME0,0.9724356721041151,0.9775708428541703,1.0,4
0.000569803559660514,False,3,time0,0.9255462905872716,0,,,time0,TIME0,0.9721732867261029,0.9805123457542376,1.0,2
0.001530141628193679,False,3,time1,0.9271445016053541,6,,,time1,TIME1,0.965016784128744,0.9562233750126339,1.0,6
0.0008050056067135998,False,3,time0,0.896775267162318,2,,,time0,TIME0,0.961126905738822,0.9729350415662434,1.0,9
0.0018132095477216017,False,3,time1,0.8956485949184069,8,,,time1,TIME1,0.9511622308693142,0.9381047753806047,1.0,10
0.001809120870176028,False,3,time1,0.8876149020022569,5,,,time1,TIME1,0.9341187834245023,0.8797718561941019,1.0,8
0.000225978860996626,False,4,time0,0.9754532556523307,3,,,time0,TIME0,0.9857987170041304,0.9775708428541703,1.0,4
0.00021961560087516534,False,4,time0,0.9687175302894022,0,,,time0,TIME0,0.9852632053538368,0.9805123457542376,1.0,2
0.0007993373801066974,False,4,time0,0.9634332911821645,4,,,time0,TIME0,0.9843670625219372,0.9860570569045168,1.0,5
0.0006336776469721496,False,4,goleiro_time1,0.9451407166927951,9,,,goleiro1,GOL-TIME1,0.9822739907246193,0.9993441948633277,1.0,1
6.450356107122444e-05,False,4,time1,0.9766378930446005,6,,,time1,TIME1,0.9809478992973995,0.9562233750126339,1.0,6
0.00020582683943523995,False,4,time0,0.9611172409993329,1,,,time0,TIME0,0.976253280105984,0.9545073845824975,1.0,3
0.0011617828214327828,False,4,time1,0.9239325470809413,7,,,time1,TIME1,0.9705799060927579,0.9792707379796075,1.0,7
0.0013188717868318357,False,4,time0,0.9260637061384239,2,,,time0,TIME0,0.9695014394958116,0.9729350415662434,1.0,9
0.0021546722417838883,False,4,time1,0.8798573847147859,8,,,time1,TIME1,0.946050800629257,0.9381047753806047,1.0,10
0.0018846361837431417,False,4,time1,0.9257948003430319,5,,,time1,TIME1,0.9454204294616261,0.8797718561941019,1.0,8
0.0003595950395486385,False,5,time0,0.9775761734515593,4,,,time0,TIME0,0.9891125456036992,0.9860570569045168,1.0,5
0.00023444409186697116,False,5,time0,0.9728742019044049,0,,,time0,TIME0,0.9867302060119291,0.9805123457542376,1.0,2
0.0002901638227633668,False,5,time0,0.9736557556278843,3,,,time0,TIME0,0.9861818085134898,0.9775708428541703,1.0,4
0.0002847398150373365,False,5,time1,0.9801704977209449,6,,,time1,TIME1,0.9826447695244142,0.9562233750126339,1.0,6
0.0005978658946284954,False,5,time1,0.9621361658450068,7,,,time1,TIME1,0.982452223297663,0.9792707379796075,1.0,7
0.0005898887091895408,False,5,goleiro_time1,0.9404960388109604,9,,,goleiro1,GOL-TIME1,0.9813093721678171,0.9993441948633277,1.0,1
0.0003989166333511727,False,5,time0,0.9698858909814693,1,,,time0,TIME0,0.978818155178941,0.9545073845824975,1.0,3
0.001894546502592554,False,5,time0,0.9319905231518616,2,,,time0,TIME0,0.9706808228673963,0.9729350415662434,1.0,9
0.00207271491792328,False,5,time1,0.9236602165048731,5,,,time1,TIME1,0.9445725229417116,0.8797718561941019,1.0,8
0.002536112803630047,False,5,time1,0.8676080200574471,8,,,time1,TIME1,0.9422403539704504,0.9381047753806047,1.0,10
0.0003923240223163825,False,6,time0,0.9755667016647481,4,,,time0,TIME0,0.9889523437134046,0.9866459099560749,1.0,5
0.00033916049954667787,False,6,goleiro_time1,0.9588582551871089,9,,,goleiro1,GOL-TIME1,0.9862241183032631,0.996686065795543,1.0,1
0.0007373695312833405,False,6,time0,0.9716402193047575,2,,,time0,TIME0,0.9832885872135104,0.9730243473358304,1.0,9
0.0002967154961550416,False,6,time0,0.9819533669859527,1,,,time0,TIME0,0.9829919280183105,0.955647422171201,1.0,3
0.0007127597575425966,False,6,time0,0.9607748931254178,3,,,time0,TIME0,0.9809850132891261,0.9753685202222113,1.0,4
0.0007741529100409231,False,6,time1,0.9518898172069912,7,,,time1,TIME1,0.9807741350015577,0.9844036427448191,1.0,7
0.000853259534494161,False,6,time1,0.9660494080888079,6,,,time1,TIME1,0.9791092569207184,0.961946641234414,1.0,6
0.00038184401273610807,False,6,time0,0.9428418795444392,0,,,time0,TIME0,0.9771015978114311,0.9790586863926187,1.0,2
0.0012639441303336954,False,6,time1,0.9314661900387938,8,,,time1,TIME1,0.962175773463292,0.9396807364510493,1.0,10
0.0016635941238163944,False,6,time1,0.947975416091096,5,,,time1,TIME1,0.9548130726936068,0.8889541564321131,1.0,8
0.0005410179839784056,False,7,time0,0.9725355402244119,4,,,time0,TIME0,0.9877130634130883,0.9866459099560749,1.0,5
0.00037001046343551147,False,7,time1,0.9705683594851071,7,,,time1,TIME1,0.9864851584447263,0.9844036427448191,1.0,7
0.0008022279078092865,False,7,time0,0.9735133526611756,2,,,time0,TIME0,0.9843493718215345,0.9730243473358304,1.0,9
0.0003946806019361962,False,7,goleiro_time1,0.9413650716058004,9,,,goleiro1,GOL-TIME1,0.9811251861964304,0.996686065795543,1.0,1
0.0003907129244831618,False,7,time0,0.9506155132935541,0,,,time0,TIME0,0.9794272548867465,0.9790586863926187,1.0,2
0.0011737860739043113,False,7,time0,0.9375684324050746,3,,,time0,TIME0,0.9735010768685731,0.9753685202222113,1.0,4
0.0004076095375843695,False,7,time0,0.9462629340636416,1,,,time0,TIME0,0.9721958716950295,0.955647422171201,1.0,3
