distancia,excluido,frame,grupo_metrica,iou,logical_id,papel,rotulo,score,tracker_id
0.00230911745527284,False,3,goleiro_time0,0.6798061448364514,5,goleiro0,GOL-TIME0,0.7910658030343479,3
0.002673396391628172,False,3,time0,0.631158909299641,1,time0,TIME0,0.7593176023076967,4
0.002780406795471958,False,3,time1,0.5880217136303831,4,time1,TIME1,0.7312409714813339,5
0.0046215073515546625,False,3,time0,0.5438489595802712,0,time0,TIME0,0.7018842961541322,2
0.005649732830459858,False,3,time1,0.339797452959536,3,time1,TIME1,0.5688909379330374,1
0.00010398571437993803,False,4,time1,0.9850054096729598,3,time1,TIME1,0.9902171212873909,1
0.0005260119668837012,False,4,time0,0.9395624266665275,0,time0,TIME0,0.9605314731448336,2
0.00047477977821628014,False,4,goleiro_time0,0.9316199235952124,5,goleiro0,GOL-TIME0,0.9553867774145124,3
0.00038261361607513824,False,4,time1,0.9141051353801619,4,time1,TIME1,0.9440344232314789,5
0.0006838034471312988,False,4,time0,0.8721285035453009,1,time0,TIME0,0.9166441960979497,4
0.00012759425260260173,False,5,time1,0.9781968975905571,3,time1,TIME1,0.9857833254454512,1
0.0002836990843666224,False,5,goleiro_time0,0.9605115616815548,5,goleiro0,GOL-TIME0,0.9742332204134823,3
0.0006919366582933366,False,5,time0,0.9146479235257224,0,time0,TIME0,0.9442789724613169,2
0.0005881937236859473,False,5,time1,0.8817491695902572,4,time1,TIME1,0.9229310924303771,5
0.001098594527579444,False,5,time0,0.7934523524772635,1,time0,TIME0,0.8653595210255685,4
8.978600845575321e-05,False,6,goleiro_time0,0.9842574710735567,5,goleiro0,GOL-TIME0,0.9897359310948524,3
0.00042772215362031456,False,6,time0,0.9394262138481194,0,time0,TIME0,0.9604773362475105,2
0.0006296763170448093,False,6,time1,0.9029746374050275,3,time1,TIME1,0.9367131276023022,1
0.0017570248377128876,False,6,time1,0.8165144579077391,4,time1,TIME1,0.880119438946831,5
0.0010857579180864063,False,6,time0,0.7984268804390802,1,time0,TIME0,0.8685974570140719,4
0.00019965260052693382,False,7,goleiro_time0,0.969304764121326,5,goleiro0,GOL-TIME0,0.9799782182686776,3
0.0006594417107280592,False,7,time0,0.9327952138051061,0,time0,TIME0,0.9560860843745642,2
0.0006705143556005719,False,7,time1,0.9098174412905894,4,time1,TIME1,0.9411466568144229,5
0.0006134680847529378,False,7,time1,0.9050646199385981,3,time1,TIME1,0.9380772891304252,1
0.0004959186391392757,False,7,time0,0.9032908330461673,1,time0,TIME0,0.9369654699563099,4
8.112079226083834e-05,False,8,time0,0.950764126204405,1,time0,TIME0,0.9679682897555719,4
0.0003508374194089487,False,8,goleiro_time0,0.9441848431859776,5,goleiro0,GOL-TIME0,0.9635973549740924,3
0.0005126122787791249,False,8,time0,0.9270066215448965,0,time0,TIME0,0.95237488970661,2
0.0007830827953363976,False,8,time1,0.8817424494799078,3,time1,TIME1,0.9228585131835723,1
0.0025660856521342993,False,8,time1,0.7851659870216694,4,time1,TIME1,0.8594597615858381,5
0.00032901846565533914,False,9,time0,0.9438445670586266,1,time0,TIME0,0.9633838121251279,4
0.00046960959131831333,False,9,goleiro_time0,0.9277122324870646,5,goleiro0,GOL-TIME0,0.9528485877596307,3
0.0006903278840028142,False,9,time0,0.9100380679979561,0,time0,TIME0,0.9412831294392704,2
0.0009848060757298885,False,9,time1,0.8513092521285689,3,time1,TIME1,0.9030063317570642,1
0.0019796711635132478,False,9,time1,0.8296171493550003,4,time1,TIME1,0.8885582621735205,5
0.0003078084779449413,False,10,time0,0.9408495163511646,1,time0,TIME0,0.9614444526609763,4
0.000400266452697451,False,10,goleiro_time0,0.9404142124385877,5,goleiro0,GOL-TIME0,0.9611291448266379,3
0.0013170441699935787,False,10,time1,0.9031073609671846,4,time1,TIME1,0.9365588191691723,5
0.000924794243999517,False,10,time0,0.8728297504846244,0,time0,TIME0,0.917015659829606,2
0.0010844987405804695,False,10,time1,0.8343130335771621,3,time1,TIME1,0.8919238972659522,1
0.00014534474904356594,False,11,goleiro_time0,0.9769651366697504,5,goleiro0,GOL-TIME0,0.9849764681731725,3
0.0003182748709562152,False,11,time0,0.9514880802349758,1,time0,TIME0,0.9683558559478995,4
0.0004129680379788829,False,11,time0,0.9422469163081053,0,time0,TIME0,0.9623159567869759,2
0.0008802978940032585,False,11,time1,0.9114416622294023,4,time1,TIME1,0.9421289761862104,5
0.0012797672396510206,False,11,time1,0.8033381144287599,3,time1,TIME1,0.8717218558448161,1
0.0001622954242528683,False,12,time0,0.9771038858052458,0,time0,TIME0,0.9850607223749213,2
0.0003353565878858171,False,12,goleiro_time0,0.9366108608318067,5,goleiro0,GOL-TIME0,0.9586796847349142,3
0.000694985166606461,False,12,time1,0.907547974760287,4,time1,TIME1,0.9396629387858743,5
0.0018872775681424878,False,12,time0,0.8612680121386825,1,time0,TIME0,0.9091636607412938,4
0.0010282886914423583,False,12,time1,0.8329960575468378,3,time1,TIME1,0.8910875363634396,1
0.00023401869753447932,False,13,time0,0.9665713854809057,0,time0,TIME0,0.9781894940184516,2
0.0006130714083259064,False,13,time0,0.9403207867494944,1,time0,TIME0,0.9609939363942572,4
0.00046031450734237674,False,13,goleiro_time0,0.9349903329819871,5,goleiro0,GOL-TIME0,0.9575826063607218,3
0.000635182301521817,False,13,time1,0.8927499622522083,4,time1,TIME1,0.9300651616584028,5
0.0009270302226214615,False,13,time1,0.847673409401382,3,time1,TIME1,0.9006632555329808,1
0.00010331496898910934,False,14,time0,0.9843115057172404,0,time0,TIME0,0.98976631847706,2
0.00026182308205920844,False,14,time1,0.9491213869031695,4,time1,TIME1,0.9668372634083393,5
0.0006122673002086985,False,14,goleiro_time0,0.9188459261286388,5,goleiro0,GOL-TIME0,0.9470355584285421,3
0.0007332168802150035,False,14,time1,0.881885667859604,3,time1,TIME1,0.9229690582006673,1
0.0017331503857554386,False,14,time0,0.8697756948612286,1,time0,TIME0,0.9147475990247842,4
0.00041255066274353467,False,14,time0,0.7877791995441235,2,time0,TIME0,0.8619120869717201,6
5.352714367335633e-05,False,15,time0,0.9839132985534528,2,time0,TIME0,0.9895249095594586,6
0.0002066753815016249,False,15,time1,0.9713066427503946,4,time1,TIME1,0.9812769814042309,5
0.0004094524367045513,False,15,time0,0.944185586256631,0,time0,TIME0,0.9635773227139636,2
0.0003152027467233078,False,15,goleiro_time0,0.9413039026318684,5,goleiro0,GOL-TIME0,0.9617372157493613,3
0.0005267509853659325,False,15,time1,0.9124346519421308,3,time1,TIME1,0.9428981609175069,1
0.001060498370872427,False,15,time0,0.8101064453284991,1,time0,TIME0,0.876198015033719,4
3.490127598452867e-05,False,16,time0,0.9749825927928578,2,time0,TIME0,0.983726469868763,6
0.0001944457468061461,False,16,time0,0.972238214744988,0,time0,TIME0,0.98188678357286,2
0.0001896267801287112,False,16,time1,0.969219284175853,4,time1,TIME1,0.9799261653412594,5
0.0004102822154026619,False,16,goleiro_time0,0.9281971861224386,5,goleiro0,GOL-TIME0,0.9531845722041942,3
