<<<<<<< HEAD
﻿distancia_normalizada,frame,iou_associacao,logical_id,score_associacao,tempo_segundos,time_predito,time_referencia,tracker_id
0.0006182381766848266,18,0.9109496485896798,7,0.9419008882214521,0.72,1,1,6
0.000656316289678216,18,0.8947423596250744,15,0.9313528230549111,0.72,2,2,8
0.0007606432773172855,18,0.8623391862435007,13,0.9102542459112144,0.72,2,2,9
0.0011218453291803598,18,0.8381450378482815,2,0.8944016287361698,0.72,1,1,3
0.0012172970455139875,18,0.8310038085611852,9,0.8897264215988405,0.72,2,2,7
0.001349850557744503,18,0.8257379582629916,16,0.8862572251757339,0.72,2,2,1
0.0019031307892873883,18,0.769569599477562,0,0.8495541438841647,0.72,1,1,5
0.001951354555785656,18,0.7488067705185167,8,0.8360414267425109,0.72,2,2,2
0.004832592327147722,18,0.6496318079463647,3,0.7705692678506353,0.72,2,1,4
0.013312920928001404,18,0.0731441684531013,14,0.39288418716971535,0.72,2,2,10
0.0003234276664443314,19,0.976197864131892,1,0.9844154120024743,0.76,1,1,0
0.00031029913225211203,19,0.9507889141565544,13,0.9679041895054721,0.76,2,2,9
0.00042160082375630736,19,0.942972422725506,10,0.9627845144832641,0.76,2,2,-1
0.0008812288870103657,19,0.9181710529272673,15,0.9465027542922702,0.76,2,2,8
0.0007005835650488734,19,0.9013419196671516,14,0.9356270435358814,0.76,2,2,10
0.0009838943369686604,19,0.8740102316873447,2,0.917762287578835,0.76,1,1,3
0.00102527707349509,19,0.8506762788029721,9,0.9025807342462085,0.76,2,2,7
0.0006125211948528886,19,0.8413901981658568,7,0.8966892463896085,0.76,1,1,6
0.0012682013912126422,19,0.8212517783875821,8,0.883369785465004,0.76,2,2,2
0.0012764526763930917,19,0.8137542899282213,16,0.8784935300166062,0.76,2,2,1
0.0023336783051490784,19,0.7345871657971922,0,0.8266648703613727,0.76,1,1,5
0.0030448567122220993,19,0.7119410096924673,3,0.811695956450826,0.76,2,1,4
0.00034411519300192595,20,0.9747997822761709,1,0.9834994181619604,0.8,1,1,0
0.00035699168802239,20,0.9511622691109327,2,0.9681305278312984,0.8,1,1,3
9.565446089254692e-05,20,0.9160208194963424,13,0.9453800536113102,0.8,2,2,9
0.0006109705427661538,20,0.9046259738896264,14,0.9377930433382891,0.8,1,2,10
0.0006513330154120922,20,0.9025868058479823,9,0.9364534572457943,0.8,2,2,7
0.001317476388067007,20,0.8972423721874455,7,0.9327464251860162,0.8,1,1,6
0.0017238789005205035,20,0.8393944143748905,15,0.8950030117284966,0.8,2,2,8
0.0017454414628446102,20,0.7900301982708603,0,0.8629087243640635,0.8,1,1,5
0.001680399407632649,20,0.783689582770353,16,0.8588100890080581,0.8,2,2,1
0.0016545729013159871,20,0.7671686800977865,8,0.8480805415481005,0.8,2,2,2
0.006780310999602079,20,0.5116958171393188,3,0.6802291722906965,0.8,2,1,4
0.004210422746837139,20,0.43266742875957737,12,0.6297601807323323,0.8,2,2,-1
0.00010552273306529969,21,0.9750775091088679,2,0.9837634479641912,0.84,1,1,3
0.00021742444369010627,21,0.9734132236915919,15,0.9826424968442432,0.84,2,2,8
0.00017367543478030711,21,0.9631364550085074,12,0.9759779093533567,0.84,2,2,-1
0.0006776262307539582,21,0.9625376569942086,1,0.9754123078654717,0.84,1,1,0
0.00036251111305318773,21,0.9448537442714344,9,0.9640280548868637,0.84,2,2,7
0.0006263803807087243,21,0.8989088844674208,14,0.9340715417705754,0.84,1,2,10
0.0005597799317911267,21,0.8945442593167194,13,0.9312578455797407,0.84,2,2,9
0.001602435251697898,21,0.8137454454668903,7,0.8783736872153844,0.84,1,1,6
0.001885829959064722,21,0.7513822976463661,16,0.8377384529844654,0.84,2,2,1
0.0019421058241277933,21,0.7473233849530441,0,0.8350804631810339,0.84,1,1,5
0.0034522339701652527,21,0.7337936113170335,3,0.8257575654665139,0.84,2,1,4
0.0023050757590681314,21,0.6973466986700958,8,0.8024685776198884,0.84,2,2,2
0.00019833042460959405,22,0.9844923689487365,1,0.9898506241680654,0.88,1,1,0
0.0001792157272575423,22,0.9635314408237259,12,0.9762327110308817,0.88,2,2,-1
0.00022060978517401963,22,0.9370238286750261,9,0.958988275213956,0.88,2,2,7
0.0004908796399831772,22,0.9329786455251661,14,0.9562643117173639,0.88,1,2,10
0.000533606274984777,22,0.9023045973065456,13,0.9363112260530099,0.88,2,2,9
0.0016189826419577003,22,0.843809633904683,15,0.8979096181133588,0.88,2,2,8
0.002152342116460204,22,0.841031660809098,2,0.8959172597851526,0.88,1,1,3
0.0015982562908902764,22,0.8286331066349378,7,0.888052129610898,0.88,1,1,6
0.0012502858880907297,22,0.8278278665000115,16,0.8876505131641756,0.88,2,2,1
0.002186525845900178,22,0.8130386910085532,3,0.8777098651094946,0.88,2,1,4
0.0016626217402517796,22,0.7687853824299267,0,0.8491285809703643,0.88,1,1,5
0.0029045992996543646,22,0.6450172556594956,8,0.7682446064237931,0.88,2,2,2
9.794688958209008e-05,23,0.977490659863837,9,0.9853346475001403,0.92,2,2,7
0.000292037904728204,23,0.9769052099586067,1,0.9848861732064396,0.92,1,1,0
0.00013047100219409913,23,0.9699331185207021,12,0.9804108621876884,0.92,2,2,-1
0.0003040441661141813,23,0.964600270021414,14,0.9768837600557791,0.92,1,2,10
0.0009695932967588305,23,0.8955896884829162,15,0.9317939398600299,0.92,2,2,8
0.0007998847868293524,23,0.8819542291759938,16,0.9229902892890056,0.92,2,2,1
0.001267891377210617,23,0.8746002974114275,7,0.9180464313354042,0.92,1,1,6
0.00110165448859334,23,0.7970754951137593,13,0.8677134927529359,0.92,2,2,9
0.0032728358637541533,23,0.7420403497092176,3,0.8311807347586775,0.92,2,1,4
0.0021240084897726774,23,0.7118873237396041,0,0.8119833574593223,0.92,1,1,5
0.0023622470907866955,23,0.703008923778255,8,0.8061290139740904,0.92,2,2,2
0.00029858670313842595,24,0.9798916991823925,1,0.9868250991224568,0.96,1,1,0
0.00041437591426074505,24,0.9728134403920071,9,0.9821837046848134,0.96,2,2,7
0.00031978089828044176,24,0.9549913640609549,14,0.9706324633252226,0.96,1,2,10
0.0003026832710020244,24,0.9380103867325535,12,0.9596008122313091,0.96,2,2,-1
0.0013813722180202603,24,0.8626965061013032,15,0.9102692486895401,0.96,2,2,8
0.0008678596932440996,24,0.8396073252080565,13,0.8954410104926013,0.96,2,2,9
0.001146654481999576,24,0.8253770572862262,0,0.8860937581673473,0.96,1,1,5
0.0015787279698997736,24,0.8182192566529085,7,0.8812899620349256,0.96,1,1,6
0.001319687464274466,24,0.8071701204480021,16,0.8741986876787053,0.96,2,2,1
0.003083173418417573,24,0.7386521189245596,2,0.8290447666045175,0.96,1,1,3
0.0038422956131398678,24,0.6946110897594024,3,0.8001524048790126,0.96,2,1,4
0.003201334970071912,24,0.6264151971465812,8,0.7560494109057526,0.96,2,2,2
0.00011575440294109285,25,0.9831325223982932,14,0.9889956255178611,1.0,1,2,10
0.0003228913410566747,25,0.9778607408367017,1,0.9854964695744862,1.0,1,1,0
0.00013484475493896753,25,0.9676408537355771,12,0.9789193592638965,1.0,2,2,-1
0.00043320844997651875,25,0.932034654209438,9,0.9556709022786429,1.0,2,2,7
0.0010645920410752296,25,0.8873330089829076,15,0.9263938486245136,1.0,2,2,8
0.0009173515718430281,25,0.876506807799023,7,0.9194083520192199,1.0,1,1,6
0.0010017409222200513,25,0.8430795784162347,16,0.8976511166477756,1.0,2,2,1
0.0021752261091023684,25,0.840299392384613,2,0.8954332759118127,1.0,1,1,3
0.0010866574011743069,25,0.8019254727873054,13,0.8708712272213375,1.0,2,2,9
0.0016233165515586734,25,0.793507334119623,0,0.8652116063847094,1.0,1,1,5
0.0028457019943743944,25,0.678027872300753,8,0.7897221212974583,1.0,2,2,2
0.005894568283110857,25,0.6019321656205544,3,0.7391928087542716,1.0,2,1,4
0.00021428673062473536,26,0.9820859271047957,1,0.9882808522623985,1.04,1,1,0
0.00039666122756898403,26,0.9439252122030026,14,0.9634125565023026,1.04,1,2,10
0.0004230611666571349,26,0.9082767849950836,13,0.9402318388384743,1.04,2,2,9
0.000645590596832335,26,0.8999601821891345,9,0.9347481617140461,1.04,2,2,7
0.0006980563048273325,26,0.8860478193230663,7,0.9256867628533035,1.04,1,1,6
0.0012490380322560668,26,0.8747423484201192,2,0.9181453631617879,1.04,1,1,3
0.0006329091265797615,26,0.8689445230839414,12,0.914592421810259,1.04,2,2,-1
0.0015641285572201014,26,0.8200249744395803,15,0.8824687883907002,1.04,2,2,8
0.0018262991216033697,26,0.8115660353735569,8,0.8768787183002508,1.04,2,2,2
0.001510085305199027,26,0.7970532537673863,16,0.8675560850919815,1.04,2,2,1
0.001547249499708414,26,0.7949930683668911,0,0.8662039571135813,1.04,1,1,5
0.0013143179239705205,26,0.7171127592960284,3,0.8156632822690287,1.04,2,1,4
0.00010059998749056831,27,0.9937925630293399,1,0.9959299559734492,1.08,1,1,0
0.0001578332594363019,27,0.9714767220666561,14,0.9814046277025238,1.08,1,2,10
0.0005582798621617258,27,0.9423265485846646,9,0.9623168586282753,1.08,2,2,7
0.0010031546698883176,27,0.9258637167533785,2,0.9514603117552352,1.08,1,1,3
0.0006935044657438993,27,0.9164211779143261,12,0.9454310390813015,1.08,2,2,-1
0.0007537365308962762,27,0.8973648056667926,15,0.9330233158976015,1.08,2,2,8
0.0005210128729231656,27,0.891286429602139,13,0.9291538247358673,1.08,2,2,9
0.0003070872917305678,27,0.8503251732778334,8,0.9026038820784861,1.08,2,2,2
0.001465495559386909,27,0.8424230953485089,7,0.8970620885307454,1.08,1,1,6
0.0013272346695885062,27,0.8265477639082801,16,0.8867915144060261,1.08,2,2,1
0.0013385540805757046,27,0.8165148105174724,0,0.8802661329081556,1.08,1,1,5
0.004842262715101242,27,0.6097956597400614,3,0.7446723868807545,1.08,2,1,4
0.0001584617857588455,28,0.984640911857787,1,0.989961131082546,1.12,1,1,0
0.00037151516880840063,28,0.9702279959535963,14,0.9805181670607548,1.12,1,2,10
0.0002338424965273589,28,0.9676864703625184,12,0.9789143608618524,1.12,2,2,-1
0.0002709388791117817,28,0.9670017650525766,9,0.9784563186764856,1.12,2,2,7
0.00042490093619562685,28,0.9001923091056135,13,0.9349762855909803,1.12,2,2,9
0.000978752737864852,28,0.8880052723958971,15,0.9268608635990805,1.12,2,2,8
0.0008296654559671879,28,0.8867333320952118,2,0.9260862829522991,1.12,1,1,3
0.0009867297485470772,28,0.8640535668193782,0,0.9112894630206043,1.12,1,1,5
0.001096935709938407,28,0.8406110473125256,16,0.8960132532546632,1.12,2,2,1
0.002433120971545577,28,0.7542115847065579,7,0.8393859377192217,1.12,1,1,6
0.004695143084973097,28,0.6161573711688482,3,0.7488589911800108,1.12,2,1,4
0.0041032955050468445,28,0.6026574413467938,8,0.7402911834486495,1.12,2,2,2
0.0001802501210477203,29,0.9879905979028225,1,0.9921308010944679,1.16,1,1,0
0.00031339519773609936,29,0.9565260731098144,14,0.9716322592021717,1.16,1,2,10
0.00026174989761784673,29,0.9435319808722241,12,0.9632041751027794,1.16,2,2,-1
0.00027016864623874426,29,0.9151553528163384,13,0.9447564203044365,1.16,2,2,9
0.0005665385979227722,29,0.9093624269415641,9,0.9408872890027438,1.16,2,2,7
0.0008911309996619821,29,0.9048254737793576,2,0.9378246621067008,1.16,1,1,3
0.0008300636545754969,29,0.8836164257823527,0,0.9240601544794278,1.16,1,1,5
0.0011991356732323766,29,0.8727327727800657,15,0.9168566048214114,1.16,2,2,8
0.0017137242248281837,29,0.8069473801798936,16,0.873915993638241,1.16,2,2,1
0.0017749039689078927,29,0.787640441170209,8,0.8613450703715182,1.16,2,2,2
0.0024825120344758034,29,0.7371539838769039,7,0.828281210307921,1.16,1,1,6
0.0047721778973937035,29,0.5883071802153197,3,0.73072940487587,1.16,2,1,4
0.00043762873974628747,30,0.9730834329655187,1,0.9823510613686759,1.2,1,1,0
0.0003062318137381226,30,0.9661285185862571,14,0.9778763559462588,1.2,1,2,10
0.0005575897521339357,30,0.9308174323677381,9,0.9548361746257829,1.2,2,2,7
0.000977872870862484,30,0.9061925468872505,2,0.938682899971911,1.2,1,1,3
0.000518144981469959,30,0.8932508396062325,12,0.9304316950005367,1.2,2,2,-1
0.00031268142629414797,30,0.8875477785755721,13,0.9267966175749189,1.2,2,2,9
0.0009363844292238355,30,0.8680954189387451,16,0.9139342877599559,1.2,2,2,1
0.0013162950053811073,30,0.8594401257556626,8,0.9081753784892973,1.2,2,2,2
0.001292447792366147,30,0.8577485063409509,15,0.90708417239429,1.2,2,2,8
0.0015024065505713224,30,0.8034068919131552,0,0.8716886374508508,1.2,1,1,5
0.0022057315800338984,30,0.7636899656851004,3,0.8456264716423034,1.2,2,1,4
0.0029405206441879272,30,0.6653095261603564,7,0.7814220097787659,1.2,1,1,6
0.0002562215377110988,31,0.9839679107600646,1,0.9894894644558431,1.24,1,1,0
0.00019086211977992207,31,0.9716944941605494,13,0.9815346194624341,1.24,2,2,9
0.00033267567050643265,31,0.9585254559446011,14,0.9729251098793135,1.24,1,2,10
0.00016907376993913203,31,0.9522976699347354,2,0.9689343096380993,1.24,1,1,3
0.00029900227673351765,31,0.9400556821643243,12,0.9609315426099541,1.24,2,2,-1
0.0006584724760614336,31,0.9115838778739449,9,0.9422990552514426,1.24,2,2,7
0.0008939579711295664,31,0.8631237933199053,8,0.9107175803680431,1.24,2,2,2
0.0009182651410810649,31,0.8575086615818475,16,0.9070592372288224,1.24,2,2,1
0.0014851241139695048,31,0.8337167090137715,15,0.8913960674190622,1.24,2,2,8
0.0016609641024842858,31,0.8095257823257512,0,0.8756104210758687,1.24,1,1,5
0.0026146741583943367,31,0.7679095678117178,3,0.8482260831221786,1.24,2,1,4
0.0019933085422962904,31,0.7428316715890398,7,0.8321429285430721,1.24,1,1,6
3.53827781509608e-05,32,0.9913986818051908,12,0.9943967592010212,1.28,2,2,-1
0.00010518798080738634,32,0.9892068229497637,1,0.9929476191240638,1.28,1,1,0
0.00028630479937419295,32,0.9501434485833825,2,0.9674930348994177,1.28,1,1,3
0.0004146992869209498,32,0.9319659676474533,8,0.9556327342204223,1.28,2,2,2
0.0004937045159749687,32,0.9298793166410936,14,0.9542487592361196,1.28,1,2,10
0.0009326791041530669,32,0.8820211945856934,9,0.9229873387942471,1.28,2,2,7
0.0009212314616888762,32,0.8584366037983552,16,0.9076613614573398,1.28,2,2,1
0.0012746000429615378,32,0.8298708741688288,13,0.8889699581947021,1.28,2,2,9
0.0015404272126033902,32,0.8276981717530963,15,0.8874646621151014,1.28,2,2,8
0.0008274773135781288,32,0.8204308769453897,7,0.882990452954751,1.28,1,1,6
0.0016461058985441923,32,0.7847089952455416,0,0.8594847098451116,1.28,1,1,5
0.0028807660564780235,32,0.7479191751058226,3,0.8351391956990174,1.28,2,1,4
0.00010361978638684377,33,0.9783158232907017,12,0.9858690182137206,1.32,2,2,-1
0.0003462612512521446,33,0.9734503875405176,1,0.9826215604633981,1.32,1,1,0
0.00019039073958992958,33,0.9559911323475214,8,0.9713275992670325,1.32,2,2,2
0.000675515562761575,33,0.9039543144476488,13,0.9373338739440052,1.32,2,2,9
0.0008779080817475915,33,0.8912525473225806,9,0.9290068879310658,1.32,2,2,7
0.0006659660721197724,33,0.8852024395665877,2,0.9251484975930401,1.32,1,1,3
0.0012058991705998778,33,0.8432783874670027,0,0.8977088871438418,1.32,1,1,5
0.0013794616097584367,33,0.8350568774245181,7,0.8923041587625213,1.32,1,1,6
0.001505122403614223,33,0.835028806684142,15,0.8922419315034273,1.32,2,2,8
0.0014665252529084682,33,0.7888196018524556,16,0.8622194573655781,1.32,2,2,1
0.003044308163225651,33,0.7530369876299357,3,0.8384085341023292,1.32,2,1,4
0.0027760444208979607,33,0.6902696590931969,14,0.7977036628632637,1.32,1,2,10
0.04736180230975151,33,0.0,4,0.33342336919158694,1.32,1,1,11
