<<<<<<< HEAD
﻿distancia,excluido,frame,grupo_metrica,iou,logical_id,papel,rotulo,score,tracker_id
0.00012159312016193791,False,1,time0,0.9848233732679524,2,time0,TIME0,0.9900926350321124,3
0.0002683331870352595,False,1,time0,0.9834940400677447,0,time0,TIME0,0.9891772094285717,2
0.0002295081583206763,False,1,time0,0.9730974947903439,1,time0,TIME0,0.9824330437583113,5
0.00016234315073307418,False,1,time1,0.968816372676975,6,time1,TIME1,0.9796738221372772,7
0.0006116358850902904,False,1,time0,0.9552108745832407,4,time0,TIME0,0.9706729959193248,6
0.00034410021096370637,False,1,time1,0.9516934048837886,5,time1,TIME1,0.9684802781006253,1
0.00037999638366765316,False,1,goleiro_time1,0.9412834077621495,9,goleiro1,GOL-TIME1,0.9617012163111134,9
0.0005176271738823425,False,1,time1,0.9366780955439301,7,time1,TIME1,0.9586595925926957,4
0.000887834898313976,False,1,time0,0.9366649834315022,3,time0,TIME0,0.9585214970160665,8
0.0008844655584719417,False,1,time1,0.8473441566630836,8,time1,TIME1,0.9004641388855392,10
9.735369634001264e-06,False,2,time0,0.9990239258453002,0,time0,TIME0,0.9993621444200732,2
0.0004286810462085383,False,2,time0,0.9777429169537081,3,time0,TIME0,0.9853828576537372,8
0.00020627711968792704,False,2,time0,0.9662507048143476,2,time0,TIME0,0.9779907611374352,3
0.00033028654669279466,False,2,time1,0.9506708614851105,6,time1,TIME1,0.9678204596739794,7
0.0005189737125351458,False,2,time1,0.9485741264385549,7,time1,TIME1,0.9663915413856734,4
0.0007129474707060589,False,2,time0,0.9441530745495706,4,time0,TIME0,0.9634499668424739,6
0.00027656344922746893,False,2,goleiro_time1,0.9393270226796676,9,goleiro1,GOL-TIME1,0.9604657675345543,9
0.001206916972062172,False,2,time1,0.9102872481825779,5,time1,TIME1,0.9412642903784538,1
0.0013744328336287859,False,2,time0,0.889695082232818,1,time0,TIME0,0.9278207519595616,5
0.001743452710271378,False,2,time1,0.7484961096925078,8,time1,TIME1,0.8359122628515351,10
1.76267189623702e-05,False,3,time0,0.9987432552447858,0,time0,TIME0,0.999176946557474,2
0.0001907537237035754,False,3,time0,0.9816072410189158,2,time0,TIME0,0.987977942858999,3
0.0001691246231740429,False,3,goleiro_time1,0.9737284030124184,9,goleiro1,GOL-TIME1,0.982864268339961,9
0.00027927651508816566,False,3,time0,0.9720751749799894,3,time0,TIME0,0.9817511169567122,8
0.00041109007771549585,False,3,time0,0.9661563316846109,4,time0,TIME0,0.9778577340677967,6
0.0006041987728226505,False,3,time1,0.9472934604440796,7,time1,TIME1,0.9655292797181638,4
0.0004975926045295213,False,3,time1,0.9319416464524888,6,time1,TIME1,0.9555879127825324,7
0.001461810925107848,False,3,time1,0.8946984816179239,5,time1,TIME1,0.9310423792278628,1
0.0015018292299754186,False,3,time0,0.8612828478548493,1,time0,TIME0,0.9093082108751607,5
0.0013994404438768314,False,3,time1,0.7852590484627147,8,time1,TIME1,0.8599285773454077,10
2.4794215617358722e-05,False,4,time0,0.9983628552007102,0,time0,TIME0,0.9989271779049955,2
0.0002853208461447161,False,4,time0,0.9806130249040532,4,time0,TIME0,0.9872986038914839,6
0.0001274055408569245,False,4,goleiro_time1,0.9773467481834271,9,goleiro1,GOL-TIME1,0.9852307943799277,9
0.00017990428859060125,False,4,time0,0.9750576520687254,2,time0,TIME0,0.9837245073436647,3
0.000559756199142117,False,4,time0,0.9510058249555344,3,time0,TIME0,0.9679578715513977,8
0.0015541849377825043,False,4,time1,0.9262783135090507,7,time1,TIME1,0.9515369390526591,4
0.0007283856363032238,False,4,time1,0.9031531919248184,6,time1,TIME1,0.9367946397784258,7
0.0016605423145168456,False,4,time1,0.8913751579507988,5,time1,TIME1,0.9288126628579383,1
0.0022308822506497384,False,4,time0,0.7970279754328153,1,time0,TIME0,0.8672873752436026,5
1.8029787668440654e-05,False,5,time0,0.9987268599129969,0,time0,TIME0,0.9991661485177641,2
9.10820303478177e-05,False,5,goleiro_time1,0.9810298872315731,9,goleiro1,GOL-TIME1,0.9876375479899008,9
0.0004210704038579389,False,5,time0,0.9620858674897234,2,time0,TIME0,0.9752084392269699,3
0.0005913204613187396,False,5,time0,0.9485407152185338,3,time0,TIME0,0.9663445027305854,8
0.0005018609220268821,False,5,time0,0.9483265743608524,4,time0,TIME0,0.9662366220118446,6
0.0012391301012936267,False,5,time1,0.9176324816089848,7,time1,TIME1,0.9460274175103873,4
0.0019440158427516633,False,5,time1,0.8833496093444569,5,time1,TIME1,0.923496840528934,1
0.0009888950035551705,False,5,time1,0.8784990006185025,6,time1,TIME1,0.9206782371507822,7
0.0023982753398729046,False,5,time0,0.7701221408217391,1,time0,TIME0,0.849739995165175,5
1.1764720848244681e-05,False,6,time0,0.998602819495905,0,time0,TIME0,0.9990877150200413,2
0.00036717471485856005,False,6,time0,0.9702631261286725,2,time0,TIME0,0.9805425208334366,3
0.00018819674867250763,False,6,goleiro_time1,0.963575140885631,9,goleiro1,GOL-TIME1,0.9762579727136247,9
0.0004402793292010756,False,6,time0,0.954710408840313,3,time0,TIME0,0.970407667980983,8
0.0009095176102790202,False,6,time1,0.9427612356540007,7,time1,TIME1,0.9624764720115029,4
0.0007242739296423185,False,6,time0,0.9413022476305414,4,time0,TIME0,0.9615929650844771,6
0.0002923654674061238,False,6,time1,0.9362357856105047,6,time1,TIME1,0.9584509327332359,7
0.0018589814854554887,False,6,time1,0.8898730630745024,5,time1,TIME1,0.9277668474785171,1
0.001086805338666083,False,6,time0,0.8817470927923563,1,time0,TIME0,0.9227552284464984,5
0.00023092026856600268,False,7,time0,0.9867373627053304,0,time0,TIME0,0.9912984636644667,2
5.660247038732991e-05,False,7,goleiro_time1,0.985723569409855,9,goleiro1,GOL-TIME1,0.9907005092517702,9
0.0004353659495768821,False,7,time0,0.9612878060456745,2,time0,TIME0,0.9746846958473365,3
5.2202080668336376e-05,False,7,time1,0.952566774439731,6,time1,TIME1,0.9691501326575913,7
0.0012121702078552725,False,7,time0,0.9464311302507716,4,time0,TIME0,0.9647559750902521,6
0.00108797756088414,False,7,time0,0.9130332155876995,3,time0,TIME0,0.9430907979856952,8
0.001730484906860921,False,7,time1,0.9015651300886176,5,time1,TIME1,0.9354116648402,1
0.0010274975708127218,False,7,time0,0.882744462675333,1,time0,TIME0,0.923424276589182,5
0.001315187466594615,False,7,time1,0.8732577009221212,7,time1,TIME1,0.9171571899860707,4
0.011651904675988362,False,7,time1,0.22538351200067142,8,time1,TIME1,0.49242111616384054,10
1.16517834509823e-05,False,8,time0,0.998179115451154,0,time0,TIME0,0.9988123469190422,2
0.0001686863842501646,False,8,time0,0.9855637898563586,3,time0,TIME0,0.9905574231721456,8
0.00015041676879914805,False,8,goleiro_time1,0.974906032164562,9,goleiro1,GOL-TIME1,0.9836362750378855,9
0.0001798106619956292,False,8,time1,0.9710836802894279,6,time1,TIME1,0.9811414584564297,7
0.000577204837961795,False,8,time0,0.9657663547434915,4,time0,TIME0,0.9775461088899828,6
0.000809037173135442,False,8,time0,0.9326517155376236,2,time0,TIME0,0.9559404520888579,3
0.0008323666579386292,False,8,time1,0.9116981847157094,7,time1,TIME1,0.9423124917349326,4
0.0018080609964897792,False,8,time1,0.8894964267830939,5,time1,TIME1,0.9275398560602397,1
