distancia_normalizada,frame,iou_associacao,logical_id,score_associacao,tempo_segundos,time_predito,time_referencia,tracker_id,x1,x2,y1,y2
0.011331905610859394,3,0.49234095304603737,10,0.6660554525161235,0.12,2,2,-1,1187.1944580078125,1217.54345703125,464.4906921386719,535.705322265625
0.00040768904727883637,3,0.9167236004352737,2,0.9457276491163804,0.12,1,1,-1,1187.1944580078125,1217.54345703125,464.4906921386719,535.705322265625
0.0008950943010859191,3,0.8150202614531726,0,0.879449886939182,0.12,1,1,-1,1187.1944580078125,1217.54345703125,464.4906921386719,535.705322265625
0.04770996794104576,3,0.0,5,0.33330151122063395,0.12,1,1,-1,1187.1944580078125,1217.54345703125,464.4906921386719,535.705322265625
0.0007106008124537766,3,0.9162263798382997,11,0.945298436610536,0.12,2,2,-1,1187.1944580078125,1217.54345703125,464.4906921386719,535.705322265625
0.00044864078518003225,3,0.9293969085520881,13,0.9539509662840443,0.12,2,2,-1,1187.1944580078125,1217.54345703125,464.4906921386719,535.705322265625
0.08933176100254059,3,0.0,6,0.31873388364911076,0.12,1,1,-1,1187.1944580078125,1217.54345703125,464.4906921386719,535.705322265625
0.0009526035282760859,4,0.9473899397491562,8,0.965470049602055,0.16,2,2,0,373.8458251953125,460.6011962890625,1008.8903198242188,1078.2305908203125
0.0004525488766375929,4,0.9354708715657842,1,0.9578976744109367,0.16,1,1,1,487.8100280761719,517.067138671875,499.7957458496094,565.4367065429688
0.0028302723076194525,4,0.7194249109216816,9,0.8166355967914263,0.16,2,2,2,1027.72509765625,1068.3433837890625,575.7664794921875,633.219482421875
0.0009177499450743198,4,0.8516385697127256,4,0.9032438578324956,0.16,1,1,3,748.4705200195312,775.8272705078125,502.9673767089844,563.990478515625
0.0019662061240524054,4,0.8294364215476703,3,0.8884455018625673,0.16,1,1,4,614.7101440429688,673.3242797851562,562.95361328125,661.1475219726562
0.008647909387946129,4,0.15162822093441863,5,0.44553157532159093,0.16,1,1,-1,1268.893310546875,1297.2989501953125,498.45941162109375,567.6527099609375
0.001800438156351447,4,0.807880280473375,14,0.8744920289529707,0.16,2,2,-1,1268.893310546875,1297.2989501953125,498.45941162109375,567.6527099609375
0.0001747172063915059,4,0.9702248165898832,15,0.9805849797611871,0.16,2,2,-1,1268.893310546875,1297.2989501953125,498.45941162109375,567.6527099609375
0.001050556544214487,4,0.8378409280158057,16,0.8942289084197986,0.16,2,2,-1,1268.893310546875,1297.2989501953125,498.45941162109375,567.6527099609375
0.0013104650424793363,4,0.8243914079715694,7,0.8853957524166522,0.16,1,1,-1,1268.893310546875,1297.2989501953125,498.45941162109375,567.6527099609375
0.031043577939271927,4,0.0,11,0.3391347477212548,0.16,2,2,-1,1268.893310546875,1297.2989501953125,498.45941162109375,567.6527099609375
0.002214155625551939,4,0.6640869013657876,6,0.7808815314188188,0.16,1,1,-1,1268.893310546875,1297.2989501953125,498.45941162109375,567.6527099609375
0.001425637397915125,4,0.7725610564413727,2,0.851665713597622,0.16,1,1,-1,1268.893310546875,1297.2989501953125,498.45941162109375,567.6527099609375
0.0005504242144525051,4,0.8977704138735036,12,0.9333581205427189,0.16,2,2,-1,1268.893310546875,1297.2989501953125,498.45941162109375,567.6527099609375
0.012677821330726147,4,0.43261447566814837,10,0.6267621717185423,0.16,2,2,-1,1268.893310546875,1297.2989501953125,498.45941162109375,567.6527099609375
0.011382457800209522,4,0.0,13,0.3460161397699266,0.16,2,2,-1,1268.893310546875,1297.2989501953125,498.45941162109375,567.6527099609375
0.04125836864113808,4,0.0,0,0.33555957097560163,0.16,1,1,-1,1268.893310546875,1297.2989501953125,498.45941162109375,567.6527099609375
0.0005040063988417387,5,0.9494099064151266,8,0.9669400369302377,0.2,1,2,0,374.2809143066406,457.9812316894531,1008.1100463867188,1078.6142578125
0.000960307486820966,5,0.9019377269081179,1,0.9359234148698894,0.2,2,1,1,488.23968505859375,517.8885498046875,502.3312683105469,566.94287109375
0.003763727378100157,5,0.6122727154488097,9,0.7466599604593913,0.2,2,2,2,1024.473876953125,1055.056640625,576.4264526367188,633.7728271484375
0.0009951002430170774,5,0.8472285718115721,4,0.900350286592466,0.2,1,1,3,750.2493896484375,778.4302368164062,503.2945251464844,563.80810546875
0.005964932031929493,5,0.5917776035834724,3,0.7325677161180817,0.2,2,1,4,633.9828491210938,680.279052734375,562.8201904296875,662.9467163085938
0.002306542359292507,5,0.7422603638144185,0,0.8316619466536197,0.2,1,1,5,256.78765869140625,294.568359375,501.92303466796875,571.6087646484375
0.00029198432457633317,5,0.9562467617926383,15,0.9714582006516133,0.2,2,2,-1,1186.9053955078125,1216.0780029296875,463.80303955078125,535.6183471679688
0.0011394672328606248,5,0.8370957902449622,7,0.8937134501277242,0.2,1,1,-1,1186.9053955078125,1216.0780029296875,463.80303955078125,535.6183471679688
0.0007545294938609004,5,0.8748396724399639,14,0.9183817017631253,0.2,2,2,-1,1186.9053955078125,1216.0780029296875,463.80303955078125,535.6183471679688
0.00011977151734754443,5,0.9580451455959182,16,0.9726874246062752,0.2,2,2,-1,1186.9053955078125,1216.0780029296875,463.80303955078125,535.6183471679688
0.0006571535486727953,5,0.8878445755741026,11,0.9268689703811313,0.2,2,2,-1,1186.9053955078125,1216.0780029296875,463.80303955078125,535.6183471679688
0.0017649324145168066,5,0.7278145708443727,12,0.8224617447037614,0.2,2,2,-1,1186.9053955078125,1216.0780029296875,463.80303955078125,535.6183471679688
0.0007064496749080718,5,0.8254349966106662,10,0.8862854904107151,0.2,2,2,-1,1186.9053955078125,1216.0780029296875,463.80303955078125,535.6183471679688
0.0120468158274889,5,0.029652607358635154,5,0.36505780924349174,0.2,1,1,-1,1186.9053955078125,1216.0780029296875,463.80303955078125,535.6183471679688
0.08715866506099701,5,0.0,6,0.31949446722865105,0.2,1,1,-1,1186.9053955078125,1216.0780029296875,463.80303955078125,535.6183471679688
0.26612037420272827,5,0.0,13,0.2568578690290451,0.2,2,2,-1,1186.9053955078125,1216.0780029296875,463.80303955078125,535.6183471679688
0.0006795345107093453,5,0.8791093205353948,2,0.9211832212692583,0.2,1,1,-1,1186.9053955078125,1216.0780029296875,463.80303955078125,535.6183471679688
0.0008329820120707154,6,0.9502414895347173,8,0.9673654244933416,0.24,1,2,0,372.2126770019531,456.4232482910156,1007.6808471679688,1078.478515625
0.000702529854606837,6,0.9247813768419453,1,0.950862009498152,0.24,2,1,1,488.3905334472656,518.7467041015625,503.7966003417969,568.4036865234375
0.0012773234630003572,6,0.8149762530615209,4,0.8792875012779384,0.24,1,1,3,751.5625610351562,781.1248168945312,507.36083984375,563.692626953125
0.001237196265719831,6,0.877129702378549,3,0.9197012878530549,0.24,2,1,4,637.4505004882812,681.7271118164062,564.181884765625,663.9404907226562
0.0025397820863872766,6,0.7134041065918063,0,0.8128237455544386,0.24,1,1,5,252.30126953125,287.947265625,501.2219543457031,573.6646728515625
0.0031556205358356237,6,0.6274337651062705,9,0.7567274801315333,0.24,2,2,2,1016.4228515625,1049.2044677734375,577.13671875,633.0538940429688
0.0009510927484370768,6,0.8605835977298275,14,0.909046456062435,0.24,2,2,-1,927.0047607421875,958.2879638671875,427.28521728515625,497.466796875
0.0006771453190594912,6,0.9090599415442501,7,0.9406519611420918,0.24,1,1,-1,927.0047607421875,958.2879638671875,427.28521728515625,497.466796875
0.001366723095998168,6,0.7735307842358201,13,0.8523166566696837,0.24,2,2,-1,927.0047607421875,958.2879638671875,427.28521728515625,497.466796875
0.0017205678159371018,6,0.7426745558570373,5,0.8321362625714963,0.24,1,1,-1,927.0047607421875,958.2879638671875,427.28521728515625,497.466796875
0.00022643755073659122,6,0.95634907999822,15,0.9715476488560852,0.24,2,2,-1,927.0047607421875,958.2879638671875,427.28521728515625,497.466796875
0.001056881621479988,6,0.8362472294573519,10,0.8931907905797607,0.24,2,2,-1,927.0047607421875,958.2879638671875,427.28521728515625,497.466796875
0.0008418719517067075,6,0.8561565883630134,11,0.9062071272528613,0.24,2,2,-1,927.0047607421875,958.2879638671875,427.28521728515625,497.466796875
0.0007488325354643166,6,0.8429934729210841,12,0.8976836660112921,0.24,2,2,-1,927.0047607421875,958.2879638671875,427.28521728515625,497.466796875
0.0007374293636530638,6,0.8843324390605023,16,0.9245579851120479,0.24,2,2,-1,927.0047607421875,958.2879638671875,427.28521728515625,497.466796875
0.08968415856361389,6,0.0,6,0.3186105445027351,0.24,1,1,-1,927.0047607421875,958.2879638671875,427.28521728515625,497.466796875
0.18204830586910248,6,0.0,2,0.2862830929458141,0.24,1,1,-1,927.0047607421875,958.2879638671875,427.28521728515625,497.466796875
0.0007387922960333526,7,0.9444727570252384,8,0.9636487147627932,0.28,1,2,0,371.586181640625,454.3276062011719,1006.289794921875,1078.0849609375
0.0001916751207318157,7,0.960645401001067,1,0.9743524243584374,0.28,2,1,1,487.7718200683594,518.52294921875,504.23797607421875,568.021484375
0.003294419264420867,7,0.619756537933038,9,0.7516887029139274,0.28,2,2,2,1008.2662353515625,1043.565185546875,578.6874389648438,636.013916015625
0.0002921558334492147,7,0.9665639274851867,4,0.9781642983236641,0.28,1,1,3,751.5606079101562,781.4892578125,506.12744140625,563.6908569335938
0.004001412075012922,7,0.632332147092801,3,0.7596154013840661,0.28,2,1,4,649.4652099609375,687.3172607421875,564.98291015625,662.2080688476562
0.0029386552050709724,7,0.6679969906966133,0,0.7831695146310238,0.28,1,1,5,246.97056579589844,280.6880798339844,503.5937194824219,574.3134155273438
0.0009682282106950879,7,0.8367501188963733,11,0.8935486974088994,0.28,2,2,-1,1146.5322265625,1171.698974609375,454.13653564453125,515.1844482421875
0.0013748320052400231,7,0.7719705572365707,13,0.8512996710019369,0.28,2,2,-1,1146.5322265625,1171.698974609375,454.13653564453125,515.1844482421875
0.0021314751356840134,7,0.7391582552008273,6,0.8297068495830484,0.28,1,1,-1,1146.5322265625,1171.698974609375,454.13653564453125,515.1844482421875
0.00168325612321496,7,0.7853425606311729,5,0.8598835247671371,0.28,1,1,-1,1146.5322265625,1171.698974609375,454.13653564453125,515.1844482421875
0.000566442497074604,7,0.8935157551642563,10,0.9305869859827904,0.28,2,2,-1,1146.5322265625,1171.698974609375,454.13653564453125,515.1844482421875
0.00026477573555894196,7,0.9135232167861247,14,0.9436974194035355,0.28,2,2,-1,1146.5322265625,1171.698974609375,454.13653564453125,515.1844482421875
0.00025984804960899055,7,0.9361218413648347,15,0.9583882500697793,0.28,2,2,-1,1146.5322265625,1171.698974609375,454.13653564453125,515.1844482421875
0.0013671513879671693,7,0.75567003046767,12,0.8407070168181969,0.28,2,2,-1,1146.5322265625,1171.698974609375,454.13653564453125,515.1844482421875
0.182815283536911,7,0.0,2,0.2860146507620811,0.28,1,1,-1,1146.5322265625,1171.698974609375,454.13653564453125,515.1844482421875
0.0009209515992552042,7,0.8948836770174518,16,0.9313520570016043,0.28,2,2,-1,1146.5322265625,1171.698974609375,454.13653564453125,515.1844482421875
0.16919741034507751,7,0.0,7,0.2907809063792228,0.28,1,1,-1,1146.5322265625,1171.698974609375,454.13653564453125,515.1844482421875
0.0008878095541149378,8,0.9428113095902902,8,0.9625166178897484,0.32,1,2,0,369.55682373046875,452.44659423828125,1005.906005859375,1078.5625
0.0004498321795836091,8,0.9433769658140411,1,0.9630375865162724,0.32,2,1,1,488.1614074707031,518.098388671875,506.10638427734375,568.1347045898438
0.003950838465243578,8,0.5831698356060728,9,0.727677599681112,0.32,2,2,2,997.3895874023438,1037.1177978515625,577.154052734375,639.2395629882812
0.0014001635136082768,8,0.7822920005581808,3,0.8579997431330546,0.32,2,1,4,647.9835815429688,694.6876831054688,567.9699096679688,661.05859375
0.002072051400318742,8,0.7336466571774243,0,0.8261451091752142,0.32,1,1,5,244.70761108398438,274.0157775878906,503.1672668457031,572.86865234375
0.0009689294383861125,8,0.876160078823655,16,0.9191649259319405,0.32,2,2,6,1276.1956787109375,1304.975830078125,555.3687744140625,626.5263061523438
0.0008052621269598603,8,0.8788660092034761,4,0.9209810642378236,0.32,1,1,3,752.1941528320312,783.9611206054688,507.04827880859375,564.4857177734375
0.000840689695905894,8,0.8029628941662711,2,0.8716316398145092,0.32,1,1,-1,870.9794311523438,893.3616943359375,442.4307861328125,500.7859802246094
0.00048681473708711565,8,0.9372943874010733,11,0.9590709666527171,0.32,2,2,-1,870.9794311523438,893.3616943359375,442.4307861328125,500.7859802246094
0.0012700624065473676,8,0.844324844947847,14,0.8983666273738089,0.32,2,2,-1,870.9794311523438,893.3616943359375,442.4307861328125,500.7859802246094
0.00047875894233584404,8,0.9452067391659252,10,0.9642168148280338,0.32,2,2,-1,870.9794311523438,893.3616943359375,442.4307861328125,500.7859802246094
0.0011247840011492372,8,0.8396107066253073,15,0.8953532849060475,0.32,2,2,-1,870.9794311523438,893.3616943359375,442.4307861328125,500.7859802246094
0.0003303839184809476,8,0.9162387304291838,12,0.9454395404075011,0.32,2,2,-1,870.9794311523438,893.3616943359375,442.4307861328125,500.7859802246094
0.08412786573171616,8,0.0,6,0.3205552469938993,0.32,1,1,-1,870.9794311523438,893.3616943359375,442.4307861328125,500.7859802246094
0.07802270352840424,8,0.0,5,0.3226920537650585,0.32,1,1,-1,870.9794311523438,893.3616943359375,442.4307861328125,500.7859802246094
0.00036274842568673193,8,0.9559937721518253,7,0.971268989949696,0.32,1,1,-1,870.9794311523438,893.3616943359375,442.4307861328125,500.7859802246094
0.45252057909965515,8,0.0,13,0.19161779731512069,0.32,2,2,-1,870.9794311523438,893.3616943359375,442.4307861328125,500.7859802246094
0.0006466780905611813,9,0.9602070964723053,8,0.973908275375302,0.36,1,2,0,367.9783630371094,451.22125244140625,1005.6202392578125,1078.3421630859375
5.9013742429669946e-05,9,0.9749958296737012,1,0.9837266344780554,0.36,2,1,1,487.9067687988281,518.1251831054688,506.66485595703125,567.70166015625
0.003536876756697893,9,0.6333853431441113,9,0.760462566178828,0.36,2,2,2,991.05126953125,1029.2357177734375,580.3200073242188,642.4459228515625
0.0010899133048951626,9,0.8429805170565662,4,0.8975558664300547,0.36,1,1,3,754.6406860351562,785.6852416992188,504.79278564453125,564.3611450195312
0.001902461051940918,9,0.8271907239298838,3,0.8870081091862452,0.36,2,1,4,650.6741943359375,700.3787841796875,568.7393188476562,660.2349243164062
0.002053329488262534,9,0.7162705390998477,0,0.8148571850940092,0.36,1,1,5,240.6612091064453,269.6514587402344,506.45269775390625,572.9150390625
0.0010336731793358922,9,0.8573889432947398,16,0.9069410275288133,0.36,2,2,6,1273.662109375,1304.1705322265625,557.7153930664062,627.27685546875
0.0007168397423811257,9,0.8885377201521382,5,0.9272986241890564,0.36,1,1,7,1064.08447265625,1092.1131591796875,501.8587646484375,571.6620483398438
0.16972407698631287,9,0.0,7,0.2905965730547905,0.36,1,1,-1,1639.4439697265625,1669.137939453125,455.6553955078125,519.2824096679688
0.0002832063182722777,9,0.8888376335140447,2,0.9276453395727338,0.36,1,1,-1,1639.4439697265625,1669.137939453125,455.6553955078125,519.2824096679688
0.0011687458027154207,9,0.8275593228670218,11,0.8875044988326138,0.36,2,2,-1,1639.4439697265625,1669.137939453125,455.6553955078125,519.2824096679688
0.0003548473468981683,9,0.9318430759818774,10,0.9555738028168059,0.36,2,2,-1,1639.4439697265625,1669.137939453125,455.6553955078125,519.2824096679688
0.0001702409645076841,9,0.9161976348858003,15,0.9454688783381925,0.36,2,2,-1,1639.4439697265625,1669.137939453125,455.6553955078125,519.2824096679688
0.0005986785981804132,9,0.887620538172017,14,0.926743812302448,0.36,2,2,-1,1639.4439697265625,1669.137939453125,455.6553955078125,519.2824096679688
0.0004542129463516176,9,0.920358328632321,12,0.9480739390797857,0.36,2,2,-1,1639.4439697265625,1669.137939453125,455.6553955078125,519.2824096679688
0.00032688165083527565,9,0.9118864141341757,6,0.9426117606094219,0.36,2,1,-1,1639.4439697265625,1669.137939453125,455.6553955078125,519.2824096679688
0.20371323823928833,9,0.0,13,0.2787003666162491,0.36,2,2,-1,1639.4439697265625,1669.137939453125,455.6553955078125,519.2824096679688
0.0004101441882085055,10,0.9705106909796886,8,0.9806883986709246,0.4,1,2,0,367.287841796875,450.26727294921875,1004.940185546875,1078.2730712890625
0.0011219329899176955,10,0.9011883174267306,1,0.9353797297809037,0.4,2,1,1,487.70721435546875,517.9930419921875,506.14080810546875,573.157470703125
0.001229534507729113,10,0.8073975257667031,4,0.8743780546706519,0.4,1,1,3,758.0965576171875,787.232666015625,504.21807861328125,567.012451171875
0.0029804082587361336,10,0.7535211787069517,3,0.838745623268961,0.4,2,1,4,654.9190673828125,708.6046752929688,569.5206909179688,663.5655517578125
0.0022174736950546503,10,0.7060805828673605,0,0.8081762630705152,0.4,1,1,5,234.99380493164062,265.5694274902344,507.4624328613281,572.53515625
0.0007977369823493063,10,0.8856507141843403,16,0.9253937562759988,0.4,2,2,6,1271.3189697265625,1303.428955078125,559.2972412109375,627.3798828125
0.0013828282244503498,10,0.7918710695433916,5,0.864232205324647,0.4,1,1,7,1061.568115234375,1089.18701171875,504.6092834472656,571.6494140625
0.0026796336751431227,10,0.7062604237345474,9,0.8081314036411558,0.4,2,2,2,988.1300048828125,1020.359130859375,580.8541259765625,642.3494873046875
0.26259317994117737,10,0.0,13,0.2580923870205879,0.4,2,2,-1,232.154541015625,258.3353576660156,412.41973876953125,475.0135192871094
0.00044749939115718007,10,0.9116668726204469,2,0.9424268424163854,0.4,2,1,-1,232.154541015625,258.3353576660156,412.41973876953125,475.0135192871094
0.0005518582765944302,10,0.8994517123511754,15,0.934450462631456,0.4,2,2,-1,232.154541015625,258.3353576660156,412.41973876953125,475.0135192871094
0.00048378645442426205,10,0.8550891017081729,14,0.9056385908512639,0.4,2,2,-1,232.154541015625,258.3353576660156,412.41973876953125,475.0135192871094
0.0002906789304688573,10,0.9631017435103959,10,0.9759143956560932,0.4,2,2,-1,232.154541015625,258.3353576660156,412.41973876953125,475.0135192871094
0.0004189149767626077,10,0.9130985396861857,11,0.9433674305541537,0.4,2,2,-1,232.154541015625,258.3353576660156,412.41973876953125,475.0135192871094
0.025124305859208107,10,0.007605218125737341,6,0.3461498847310064,0.4,2,1,-1,232.154541015625,258.3353576660156,412.41973876953125,475.0135192871094
0.000554808066226542,10,0.9010799444671367,12,0.9355077810804595,0.4,2,2,-1,232.154541015625,258.3353576660156,412.41973876953125,475.0135192871094
0.31757253408432007,10,0.0,7,0.23884961307048796,0.4,2,1,-1,232.154541015625,258.3353576660156,412.41973876953125,475.0135192871094
0.0004648780741263181,11,0.9704052886512535,8,0.9806007302973705,0.44,1,2,0,366.6402282714844,448.879150390625,1004.625732421875,1078.3621826171875
0.0025304772425442934,11,0.6748815057577237,9,0.7877873117076298,0.44,2,2,2,983.953857421875,1014.0785522460938,583.069091796875,644.0015869140625
0.00146963179577142,11,0.7613134591260948,4,0.8443393773034417,0.44,1,1,3,761.722412109375,790.0083618164062,506.3351745605469,565.86767578125
0.003663773648440838,11,0.7145291924391333,3,0.8131616543084823,0.44,2,1,4,664.0051879882812,715.19482421875,570.4769897460938,666.4583129882812
0.0022053185384720564,11,0.7159657708816258,0,0.8146058895845916,0.44,1,1,5,230.24990844726562,260.6643981933594,506.4519958496094,572.4039916992188
0.0003236855554860085,11,0.9522591645189353,16,0.9688551669928878,0.44,1,2,6,1270.6806640625,1302.7808837890625,559.51318359375,627.7789916992188
0.0010231778724119067,11,0.8398837663322334,5,0.8955663358606076,0.44,2,1,7,1059.6673583984375,1087.1041259765625,505.93060302734375,572.4381103515625
0.04107636585831642,11,0.0,15,0.33562327194958924,0.44,2,2,8,1265.6282958984375,1300.36572265625,493.28533935546875,565.3157958984375
0.00032769294921308756,11,0.9307993812829368,1,0.9549049053016843,0.44,2,1,1,487.5383605957031,519.3607177734375,506.511474609375,571.9822998046875
0.0010379226878285408,11,0.8332074085936191,13,0.8912215426451124,0.44,2,2,-1,229.99342346191406,255.9545440673828,412.1764831542969,474.7254943847656
0.22613437473773956,11,0.0,11,0.2708529688417911,0.44,2,2,-1,229.99342346191406,255.9545440673828,412.1764831542969,474.7254943847656
0.0007151388563215733,11,0.8864654039117299,14,0.9259522139429119,0.44,2,2,-1,229.99342346191406,255.9545440673828,412.1764831542969,474.7254943847656
0.04511711746454239,11,0.0,10,0.3342090088874101,0.44,2,2,-1,229.99342346191406,255.9545440673828,412.1764831542969,474.7254943847656
0.0005230424576438963,11,0.9022413011625516,2,0.9362737808954832,0.44,2,1,-1,229.99342346191406,255.9545440673828,412.1764831542969,474.7254943847656
0.01915048249065876,11,0.00017651590886117583,12,0.3434120664690292,0.44,2,2,-1,229.99342346191406,255.9545440673828,412.1764831542969,474.7254943847656
0.0005394905456341803,11,0.8872659169429217,7,0.9265340243219271,0.44,2,1,-1,229.99342346191406,255.9545440673828,412.1764831542969,474.7254943847656
0.05219927430152893,11,0.0,6,0.3317302539944649,0.44,2,1,-1,229.99342346191406,255.9545440673828,412.1764831542969,474.7254943847656
0.0005254842690192163,12,0.9642519834014992,8,0.9765798697168178,0.48,1,2,0,365.89373779296875,447.424560546875,1003.9185791015625,1078.3515625
0.003038174705579877,12,0.6295995211598054,9,0.7581763276069207,0.48,2,2,2,977.4054565429688,1007.2592163085938,583.5239868164062,644.237548828125
0.0011179581051692367,12,0.8273936190449338,4,0.8874145670423977,0.48,1,1,3,763.9974975585938,791.9747314453125,506.6516418457031,568.055419921875
